level_0,index,Date,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindSpeed9am,Humidity9am,Cloud9am,RainToday,RainTomorrow,AverageTemp,day_of_week,month,index,Rainfall_prev,Evaporation_prev,Sunshine_prev,WindGustSpeed_prev,WindSpeed9am_prev,Humidity9am_prev,Cloud9am_prev,RainToday_prev,AverageTemp_prev,WindGustDir_N,WindGustDir_S,WindGustDir_E,WindGustDir_W,index,Location_Changi,Location_Sentosa,Location_Tuas,Location_Woodlands,Pressure9am_HIGH,Pressure9am_LOW,Pressure9am_MED
1088,3919,2011-08-14,0.0,4.0,7.3,WSW,20.0,4.0,78.0,5.0,0,1,29.1,6,8,1088,0.0,4.457142857142857,9.042857142857143,25.714285714285715,6.571428571428571,57.0,2.7142857142857144,0.0,28.62857142857143,0,1,0,1,1088,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1089,6529,2011-08-15,2.2,3.8,10.4,NE,19.0,6.0,74.0,1.0,1,0,28.8,0,8,1089,0.31428571428571633,4.428571428571429,9.085714285714285,24.0,5.571428571428571,58.857142857142854,2.0,0.14285714285714285,28.457142857142856,1,0,1,0,1089,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1090,3704,2011-08-16,0.0,4.0,10.5,E,24.0,7.0,67.0,2.0,0,0,29.3,1,8,1090,0.31428571428571633,4.085714285714286,9.128571428571428,22.142857142857142,5.714285714285714,62.142857142857146,2.142857142857143,0.14285714285714285,28.7,0,0,1,0,1090,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1091,7018,2011-08-17,0.0,4.0,4.9,ENE,22.0,4.0,70.0,3.0,0,0,29.1,2,8,1091,0.31428571428571633,3.8000000000000003,8.385714285714284,20.571428571428573,5.714285714285714,65.71428571428571,2.5714285714285716,0.14285714285714285,28.87142857142857,1,0,1,0,1091,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1092,7342,2011-08-18,0.0,3.4,5.6,W,43.0,4.0,81.0,6.0,0,0,29.7,3,8,1092,0.31428571428571633,3.6285714285714286,8.542857142857143,24.285714285714285,5.428571428571429,68.85714285714286,2.5714285714285716,0.14285714285714285,29.057142857142853,0,0,0,1,1092,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1093,929,2011-08-19,0.0,4.6,10.8,W,33.0,9.0,42.0,1.0,0,0,27.6,4,8,1093,0.31428571428571633,3.971428571428571,8.614285714285714,26.142857142857142,5.857142857142857,67.28571428571429,2.7142857142857144,0.14285714285714285,28.900000000000002,0,0,0,1,1093,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1094,8199,2011-08-20,0.0,5.2,7.8,S,26.0,7.0,55.0,1.0,0,1,28.5,5,8,1094,0.31428571428571633,4.142857142857143,8.185714285714285,26.714285714285715,5.857142857142857,66.71428571428571,2.7142857142857144,0.14285714285714285,28.871428571428574,0,1,0,0,1094,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1095,12991,2011-08-21,3.0,4.4,1.9,SE,37.0,6.0,89.0,8.0,1,1,29.2,6,8,1095,0.7428571428571449,4.2,7.414285714285713,29.142857142857142,6.142857142857143,68.28571428571429,3.142857142857143,0.2857142857142857,28.885714285714283,0,1,1,0,1095,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1096,12202,2011-08-22,8.0,5.8,8.3,SE,48.0,6.0,70.0,6.0,1,1,29.2,0,8,1096,1.5714285714285734,4.485714285714286,7.114285714285714,33.285714285714285,6.142857142857143,67.71428571428571,3.857142857142857,0.2857142857142857,28.942857142857147,0,1,1,0,1096,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1097,2239,2011-08-23,15.2,3.2,6.6,ESE,44.0,4.0,88.0,3.0,1,1,29.6,1,8,1097,3.7428571428571447,4.371428571428571,6.557142857142856,36.142857142857146,5.714285714285714,70.71428571428571,4.0,0.42857142857142855,28.985714285714288,0,1,1,0,1097,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1098,2445,2011-08-24,6.8,3.6,5.2,SSE,35.0,6.0,66.0,7.0,1,0,29.7,2,8,1098,4.714285714285716,4.314285714285715,6.6,38.0,6.0,70.14285714285714,4.571428571428571,0.5714285714285714,29.071428571428573,0,1,1,0,1098,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1099,9719,2011-08-25,0.0,4.0,6.1,SSE,24.0,7.0,61.0,7.0,0,0,30.1,3,8,1099,4.714285714285716,4.4,6.671428571428571,35.285714285714285,6.428571428571429,67.28571428571429,4.714285714285714,0.5714285714285714,29.12857142857143,0,1,1,0,1099,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1100,7528,2011-08-26,0.0,4.0,5.2,E,20.0,6.0,69.0,1.0,0,1,29.6,4,8,1100,4.714285714285716,4.314285714285715,5.871428571428569,33.42857142857143,6.0,71.14285714285714,4.714285714285714,0.5714285714285714,29.414285714285715,0,0,1,0,1100,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1101,2562,2011-08-27,5.2,4.0,0.0,NE,22.0,7.0,94.0,8.0,1,1,29.9,5,8,1101,5.45714285714286,4.142857142857143,4.757142857142855,32.857142857142854,6.0,76.71428571428571,5.714285714285714,0.7142857142857143,29.61428571428571,1,0,1,0,1101,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1102,5948,2011-08-28,23.6,2.0,8.4,W,20.0,7.0,69.0,5.0,1,0,30.8,6,8,1102,8.400000000000002,3.8000000000000003,5.685714285714285,30.428571428571427,6.142857142857143,73.85714285714286,5.285714285714286,0.7142857142857143,29.842857142857145,0,0,0,1,1102,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1103,7454,2011-08-29,0.0,2.6,10.2,E,19.0,4.0,73.0,1.0,0,0,30.5,0,8,1103,7.257142857142859,3.3428571428571425,5.9571428571428555,26.285714285714285,5.857142857142857,74.28571428571429,4.571428571428571,0.5714285714285714,30.02857142857143,0,0,1,0,1103,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1104,6039,2011-08-30,0.0,3.6,2.8,NE,28.0,2.0,76.0,7.0,0,1,30.4,1,8,1104,5.085714285714287,3.4,5.414285714285713,24.0,5.571428571428571,72.57142857142857,5.142857142857143,0.42857142857142855,30.142857142857142,1,0,1,0,1104,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1105,6118,2011-08-31,12.8,2.8,10.9,E,20.0,7.0,80.0,1.0,1,0,29.9,2,8,1105,5.942857142857145,3.2857142857142856,6.228571428571428,21.857142857142858,5.714285714285714,74.57142857142857,4.285714285714286,0.42857142857142855,30.17142857142857,0,0,1,0,1105,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1106,818,2011-09-01,0.0,3.6,10.8,E,22.0,2.0,69.0,1.0,0,0,29.9,3,9,1106,5.942857142857145,3.2285714285714286,6.8999999999999995,21.571428571428573,5.0,75.71428571428571,3.4285714285714284,0.42857142857142855,30.142857142857142,0,0,1,0,1106,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1107,4244,2011-09-02,0.0,3.6,9.9,ESE,31.0,4.0,69.0,1.0,0,0,30.0,4,9,1107,5.942857142857145,3.1714285714285713,7.57142857142857,23.142857142857142,4.714285714285714,75.71428571428571,3.4285714285714284,0.42857142857142855,30.199999999999996,0,1,1,0,1107,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1108,3542,2011-09-03,0.0,5.6,9.2,SE,30.0,6.0,58.0,3.0,0,0,29.2,5,9,1108,5.200000000000003,3.3999999999999995,8.885714285714284,24.285714285714285,4.571428571428571,70.57142857142857,2.7142857142857144,0.2857142857142857,30.1,0,1,1,0,1108,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1109,6771,2011-09-04,0.0,5.8,8.3,SE,24.0,4.0,57.0,6.0,0,0,29.3,6,9,1109,1.8285714285714307,3.9428571428571426,8.87142857142857,24.857142857142858,4.142857142857143,68.85714285714286,2.857142857142857,0.14285714285714285,29.885714285714283,0,1,1,0,1109,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1110,9310,2011-09-05,0.4,3.8,9.2,E,33.0,4.0,72.0,3.0,0,0,29.7,0,9,1110,1.885714285714288,4.114285714285715,8.728571428571426,26.857142857142858,4.142857142857143,68.71428571428571,3.142857142857143,0.14285714285714285,29.771428571428572,0,0,1,0,1110,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1111,10268,2011-09-06,0.2,5.0,10.0,ENE,22.0,4.0,62.0,4.0,0,0,29.7,1,9,1111,1.9142857142857164,4.314285714285714,9.757142857142856,26.0,4.428571428571429,66.71428571428571,2.7142857142857144,0.14285714285714285,29.67142857142857,1,0,1,0,1111,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1112,3973,2011-09-07,0.0,3.4,10.6,ENE,22.0,7.0,73.0,1.0,0,0,30.2,2,9,1112,0.08571428571428776,4.3999999999999995,9.714285714285714,26.285714285714285,4.428571428571429,65.71428571428571,2.7142857142857144,0.0,29.714285714285715,1,0,1,0,1112,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1113,7850,2011-09-08,0.0,4.8,11.0,ENE,26.0,4.0,65.0,1.0,0,0,30.2,3,9,1113,0.08571428571428776,4.571428571428571,9.742857142857142,26.857142857142858,4.714285714285714,65.14285714285714,2.7142857142857144,0.0,29.75714285714286,1,0,1,0,1113,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1114,309,2011-09-09,0.0,5.0,2.0,WNW,37.0,7.0,67.0,6.0,0,1,30.2,4,9,1114,0.08571428571428776,4.771428571428571,8.614285714285712,27.714285714285715,5.142857142857143,64.85714285714286,3.4285714285714284,0.0,29.785714285714285,1,0,0,1,1114,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1115,10217,2011-09-10,14.6,4.2,11.2,W,46.0,19.0,50.0,1.0,1,0,28.3,5,9,1115,2.1714285714285735,4.571428571428571,8.9,30.0,7.0,63.714285714285715,3.142857142857143,0.14285714285714285,29.657142857142855,0,0,0,1,1115,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1116,6350,2011-09-11,0.0,9.2,11.2,WSW,31.0,13.0,42.0,0.0,0,0,28.2,6,9,1116,2.1714285714285735,5.057142857142857,9.314285714285713,31.0,8.285714285714286,61.57142857142857,2.2857142857142856,0.14285714285714285,29.5,0,1,0,1,1116,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1117,3367,2011-09-12,0.0,7.4,8.3,ENE,26.0,6.0,42.0,1.0,0,0,28.4,0,9,1117,2.114285714285716,5.571428571428571,9.185714285714285,30.0,8.571428571428571,57.285714285714285,2.0,0.14285714285714285,29.314285714285713,1,0,1,0,1117,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1118,7327,2011-09-13,0.0,4.6,9.6,E,24.0,6.0,55.0,3.0,0,0,29.2,1,9,1118,2.0857142857142876,5.514285714285713,9.128571428571428,30.285714285714285,8.857142857142858,56.285714285714285,1.8571428571428572,0.14285714285714285,29.24285714285714,0,0,1,0,1118,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1119,1990,2011-09-14,0.0,4.8,-10.8,WNW,24.0,4.0,59.0,0.0,0,0,29.7,2,9,1119,2.0857142857142876,5.714285714285714,6.07142857142857,30.571428571428573,8.428571428571429,54.285714285714285,1.7142857142857142,0.14285714285714285,29.171428571428574,1,0,0,1,1119,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1120,10209,2011-09-15,0.0,6.0,11.3,NE,20.0,6.0,49.0,0.0,0,0,30.2,3,9,1120,2.0857142857142876,5.885714285714286,6.114285714285713,29.714285714285715,8.714285714285714,52.0,1.5714285714285714,0.14285714285714285,29.17142857142857,1,0,1,0,1120,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1121,2302,2011-09-16,0.0,5.4,11.3,W,20.0,2.0,43.0,0.0,0,0,30.7,4,9,1121,2.0857142857142876,5.942857142857143,7.442857142857142,27.285714285714285,8.0,48.57142857142857,0.7142857142857143,0.14285714285714285,29.24285714285714,0,0,0,1,1121,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1122,3499,2011-09-17,0.0,5.6,11.0,NNE,17.0,2.0,44.0,0.0,0,0,31.5,5,9,1122,0.0,6.142857142857143,7.414285714285713,23.142857142857142,5.571428571428571,47.714285714285715,0.5714285714285714,0.0,29.699999999999996,1,0,1,0,1122,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1123,6110,2011-09-18,0.0,5.8,10.6,NE,19.0,4.0,47.0,0.0,0,0,32.3,6,9,1123,0.0,5.657142857142857,7.328571428571428,21.428571428571427,4.285714285714286,48.42857142857143,0.5714285714285714,0.0,30.285714285714285,1,0,1,0,1123,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1124,5881,2011-09-19,0.0,5.2,10.6,ENE,24.0,4.0,48.0,0.0,0,0,31.9,0,9,1124,0.0,5.3428571428571425,7.657142857142857,21.142857142857142,4.0,49.285714285714285,0.42857142857142855,0.0,30.785714285714285,1,0,1,0,1124,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1125,8942,2011-09-20,0.0,4.4,10.3,NNE,31.0,4.0,55.0,0.0,0,0,30.7,1,9,1125,0.0,5.314285714285714,7.757142857142857,22.142857142857142,3.7142857142857144,49.285714285714285,0.0,0.0,31.0,1,0,1,0,1125,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1126,3460,2011-09-21,0.0,5.0,11.2,E,31.0,15.0,56.0,2.0,0,0,31.0,2,9,1126,0.0,5.3428571428571425,10.9,23.142857142857142,5.285714285714286,48.857142857142854,0.2857142857142857,0.0,31.185714285714283,0,0,1,0,1126,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1127,11550,2011-09-22,0.0,7.2,11.0,ESE,26.0,6.0,55.0,3.0,0,0,30.5,3,9,1127,0.0,5.514285714285714,10.857142857142858,24.0,5.285714285714286,49.714285714285715,0.7142857142857143,0.0,31.228571428571428,0,1,1,0,1127,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1128,5717,2011-09-23,0.0,6.2,10.7,ENE,22.0,4.0,58.0,1.0,0,0,30.3,4,9,1128,0.0,5.628571428571428,10.77142857142857,24.285714285714285,5.571428571428571,51.857142857142854,0.8571428571428571,0.0,31.171428571428574,1,0,1,0,1128,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1129,4320,2011-09-24,0.0,5.2,9.9,N,24.0,2.0,65.0,7.0,0,0,31.1,5,9,1129,0.0,5.571428571428571,10.614285714285714,25.285714285714285,5.571428571428571,54.857142857142854,1.8571428571428572,0.0,31.114285714285717,1,0,0,0,1129,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1130,12028,2011-09-25,0.2,6.4,-9.4,NE,28.0,11.0,62.0,4.0,0,0,31.7,6,9,1130,0.028571428571430604,5.6571428571428575,7.757142857142855,26.571428571428573,6.571428571428571,57.0,2.4285714285714284,0.0,31.02857142857143,1,0,1,0,1130,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1131,3901,2011-09-26,0.0,4.8,8.2,SE,28.0,6.0,53.0,2.0,0,0,30.1,0,9,1131,0.028571428571430604,5.6000000000000005,7.414285714285713,27.142857142857142,6.857142857142857,57.714285714285715,2.7142857142857144,0.0,30.771428571428572,0,1,1,0,1131,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1132,9151,2011-09-27,0.0,4.8,11.2,E,24.0,6.0,54.0,1.0,0,0,29.9,1,9,1132,0.028571428571430604,5.6571428571428575,7.542857142857142,26.142857142857142,7.142857142857143,57.57142857142857,2.857142857142857,0.0,30.657142857142855,0,0,1,0,1132,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1133,3042,2011-09-28,0.0,5.8,-3.1,NE,19.0,2.0,57.0,7.0,0,0,29.5,2,9,1133,0.028571428571430604,5.771428571428571,5.499999999999999,24.428571428571427,5.285714285714286,57.714285714285715,3.5714285714285716,0.0,30.442857142857143,1,0,1,0,1133,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1134,4179,2011-09-29,0.0,4.0,3.1,NNW,28.0,4.0,69.0,8.0,0,1,30.5,3,9,1134,0.028571428571430604,5.314285714285714,4.371428571428571,24.714285714285715,5.0,59.714285714285715,4.285714285714286,0.0,30.442857142857143,1,0,0,1,1134,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1135,1336,2011-09-30,3.2,3.8,11.6,WNW,39.0,15.0,30.0,0.0,1,0,29.8,4,9,1135,0.4857142857142878,4.971428571428571,4.499999999999998,27.142857142857142,6.571428571428571,55.714285714285715,4.142857142857143,0.14285714285714285,30.37142857142857,1,0,0,1,1135,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1136,11754,2011-10-01,0.0,8.0,9.4,W,44.0,6.0,55.0,1.0,0,0,30.6,5,10,1136,0.4857142857142878,5.371428571428572,4.428571428571428,30.0,7.142857142857143,54.285714285714285,3.2857142857142856,0.14285714285714285,30.3,0,0,0,1,1136,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1137,256,2011-10-02,0.0,9.4,11.5,W,48.0,15.0,40.0,1.0,0,0,29.5,6,10,1137,0.4571428571428592,5.8,7.414285714285713,32.857142857142854,7.714285714285714,51.142857142857146,2.857142857142857,0.14285714285714285,29.985714285714288,0,0,0,1,1137,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1138,5124,2011-10-03,0.0,9.6,6.0,SSE,28.0,9.0,50.0,2.0,0,1,29.7,0,10,1138,0.4571428571428592,6.485714285714286,7.1,32.857142857142854,8.142857142857142,50.714285714285715,2.857142857142857,0.14285714285714285,29.928571428571427,0,1,1,0,1138,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1139,3668,2011-10-04,6.0,5.2,11.4,SSE,28.0,6.0,53.0,0.0,1,0,29.6,1,10,1139,1.3142857142857163,6.542857142857143,7.128571428571427,33.42857142857143,8.142857142857142,50.57142857142857,2.7142857142857144,0.2857142857142857,29.88571428571429,0,1,1,0,1139,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1140,5449,2011-10-05,0.2,5.8,7.3,E,19.0,6.0,56.0,7.0,0,1,29.5,2,10,1140,1.342857142857145,6.542857142857144,8.614285714285712,33.42857142857143,8.714285714285714,50.42857142857143,2.7142857142857144,0.2857142857142857,29.88571428571429,0,0,1,0,1140,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1141,12302,2011-10-06,3.8,1.8,0.0,ENE,17.0,2.0,84.0,8.0,1,1,29.7,3,10,1141,1.8857142857142877,6.228571428571429,8.171428571428569,31.857142857142858,8.428571428571429,52.57142857142857,2.7142857142857144,0.42857142857142855,29.771428571428572,1,0,1,0,1141,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1142,3590,2011-10-07,5.4,2.4,8.4,W,20.0,4.0,68.0,4.0,1,1,31.3,4,10,1142,2.2000000000000024,6.028571428571428,7.714285714285714,29.142857142857142,6.857142857142857,58.0,3.2857142857142856,0.42857142857142855,29.985714285714288,0,0,0,1,1142,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1143,10374,2011-10-08,14.6,6.4,3.6,WSW,43.0,13.0,93.0,8.0,1,1,30.8,5,10,1143,4.285714285714287,5.8,6.885714285714284,29.0,7.857142857142857,63.42857142857143,4.285714285714286,0.5714285714285714,30.014285714285716,0,1,0,1,1143,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1144,10387,2011-10-09,1.4,1.4,11.1,W,33.0,4.0,53.0,1.0,1,0,31.2,6,10,1144,4.4857142857142875,4.6571428571428575,6.828571428571427,26.857142857142858,6.285714285714286,65.28571428571429,4.285714285714286,0.7142857142857143,30.25714285714286,0,0,0,1,1144,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1145,10412,2011-10-10,0.0,5.4,5.1,W,19.0,6.0,67.0,7.0,0,0,30.9,0,10,1145,4.4857142857142875,4.057142857142857,6.699999999999998,25.571428571428573,5.857142857142857,67.71428571428571,5.0,0.7142857142857143,30.428571428571427,0,0,0,1,1145,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1146,5499,2011-10-11,0.0,3.8,11.8,NE,28.0,2.0,52.0,2.0,0,0,31.2,1,10,1146,3.6285714285714303,3.857142857142857,6.757142857142855,25.571428571428573,5.285714285714286,67.57142857142857,5.285714285714286,0.5714285714285714,30.657142857142855,1,0,1,0,1146,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1147,799,2011-10-12,0.0,5.8,10.9,ENE,24.0,6.0,65.0,5.0,0,0,31.6,2,10,1147,3.600000000000002,3.857142857142857,7.2714285714285705,26.285714285714285,5.285714285714286,68.85714285714286,5.0,0.5714285714285714,30.957142857142856,1,0,1,0,1147,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1148,8877,2011-10-13,0.0,4.0,6.8,E,30.0,9.0,69.0,7.0,0,1,32.2,3,10,1148,3.057142857142859,4.171428571428572,8.242857142857142,28.142857142857142,6.285714285714286,66.71428571428571,4.857142857142857,0.42857142857142855,31.314285714285717,0,0,1,0,1148,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1149,8391,2011-10-14,30.8,8.6,7.8,E,24.0,2.0,78.0,7.0,1,1,31.8,4,10,1149,6.685714285714288,5.057142857142857,8.157142857142857,28.714285714285715,6.0,68.14285714285714,5.285714285714286,0.42857142857142855,31.385714285714283,0,0,1,0,1149,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1150,795,2011-10-15,13.8,4.4,5.8,S,28.0,4.0,83.0,8.0,1,1,32.5,5,10,1150,6.571428571428574,4.771428571428571,8.471428571428572,26.571428571428573,4.714285714285714,66.71428571428571,5.285714285714286,0.42857142857142855,31.628571428571426,0,1,0,0,1150,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1151,5973,2011-10-16,6.2,5.6,12.0,ENE,20.0,4.0,64.0,0.0,1,0,31.9,6,10,1151,7.257142857142859,5.371428571428571,8.599999999999998,24.714285714285715,4.714285714285714,68.28571428571429,5.142857142857143,0.42857142857142855,31.728571428571428,1,0,1,0,1151,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1152,4370,2011-10-17,0.6,4.2,1.0,SSE,54.0,13.0,74.0,7.0,0,0,31.3,0,10,1152,7.342857142857144,5.2,8.014285714285714,29.714285714285715,5.714285714285714,69.28571428571429,5.142857142857143,0.42857142857142855,31.785714285714285,0,1,1,0,1152,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1153,6571,2011-10-18,0.4,5.8,-9.0,SE,33.0,15.0,42.0,5.0,0,0,30.9,1,10,1153,7.400000000000001,5.485714285714287,5.042857142857143,30.428571428571427,7.571428571428571,67.85714285714286,5.571428571428571,0.42857142857142855,31.742857142857144,0,1,1,0,1153,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1154,11511,2011-10-19,0.0,7.8,-8.8,E,31.0,7.0,65.0,7.0,0,0,30.5,2,10,1154,7.400000000000001,5.771428571428571,2.2285714285714273,31.428571428571427,7.714285714285714,67.85714285714286,5.857142857142857,0.42857142857142855,31.58571428571429,0,0,1,0,1154,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1155,3517,2011-10-20,0.0,6.4,-5.7,E,26.0,7.0,52.0,7.0,0,0,30.6,3,10,1155,7.400000000000001,6.114285714285714,0.4428571428571414,30.857142857142858,7.428571428571429,65.42857142857143,5.857142857142857,0.42857142857142855,31.357142857142858,0,0,1,0,1155,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1156,2004,2011-10-21,0.0,4.0,10.4,E,30.0,11.0,59.0,7.0,0,0,31.2,4,10,1156,3.000000000000002,5.457142857142857,0.8142857142857131,31.714285714285715,8.714285714285714,62.714285714285715,5.857142857142857,0.2857142857142857,31.271428571428572,0,0,1,0,1156,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1157,10081,2011-10-22,0.0,6.0,7.9,ENE,30.0,6.0,63.0,7.0,0,0,31.0,5,10,1157,1.0285714285714307,5.685714285714285,1.1142857142857132,32.0,9.0,59.857142857142854,5.714285714285714,0.14285714285714285,31.057142857142853,1,0,1,0,1157,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1158,6291,2011-10-23,0.0,6.0,12.0,E,28.0,7.0,56.0,4.0,0,0,30.9,6,10,1158,0.14285714285714488,5.742857142857143,1.1142857142857132,33.142857142857146,9.428571428571429,58.714285714285715,6.285714285714286,0.0,30.914285714285715,0,0,1,0,1158,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1159,10632,2011-10-24,0.0,5.2,11.5,E,24.0,4.0,60.0,5.0,0,0,31.0,0,10,1159,0.057142857142859174,5.885714285714286,2.614285714285713,28.857142857142858,8.142857142857142,56.714285714285715,6.0,0.0,30.87142857142857,0,0,1,0,1159,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1160,6938,2011-10-25,0.0,5.8,11.1,NNE,28.0,2.0,58.0,2.0,0,0,31.9,1,10,1160,0.0,5.885714285714286,5.485714285714285,28.142857142857142,6.285714285714286,59.0,5.571428571428571,0.0,31.014285714285712,1,0,1,0,1160,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1161,12642,2011-10-26,0.0,6.2,-7.1,E,30.0,6.0,69.0,7.0,0,1,32.7,2,10,1161,0.0,5.6571428571428575,5.728571428571427,28.0,6.142857142857143,59.57142857142857,5.571428571428571,0.0,31.328571428571426,0,0,1,0,1161,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1162,6566,2011-10-27,6.2,7.2,6.1,SSE,35.0,6.0,68.0,5.0,1,0,31.4,3,10,1162,0.8857142857142878,5.771428571428571,7.414285714285713,29.285714285714285,6.0,61.857142857142854,5.285714285714286,0.14285714285714285,31.442857142857143,0,1,1,0,1162,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1163,6402,2011-10-28,0.0,5.6,0.8,SE,22.0,11.0,62.0,6.0,0,0,31.6,4,10,1163,0.8857142857142878,6.0,6.042857142857142,28.142857142857142,6.0,62.285714285714285,5.142857142857143,0.14285714285714285,31.5,0,1,1,0,1163,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1164,8488,2011-10-29,0.0,4.8,5.7,ENE,19.0,4.0,62.0,8.0,0,0,32.3,5,10,1164,0.8857142857142878,5.828571428571428,5.728571428571428,26.571428571428573,5.714285714285714,62.142857142857146,5.285714285714286,0.14285714285714285,31.685714285714287,1,0,1,0,1164,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1165,8845,2011-10-30,0.0,4.0,-7.3,SE,26.0,2.0,66.0,6.0,0,1,32.3,6,10,1165,0.8857142857142878,5.542857142857143,2.9714285714285706,26.285714285714285,5.0,63.57142857142857,5.571428571428571,0.14285714285714285,31.885714285714283,0,1,1,0,1165,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1166,8819,2011-10-31,28.4,5.0,1.5,SE,39.0,17.0,71.0,8.0,1,0,32.2,0,10,1166,4.942857142857145,5.514285714285713,1.542857142857142,28.428571428571427,6.857142857142857,65.14285714285714,6.0,0.2857142857142857,32.05714285714286,0,1,1,0,1166,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1167,7192,2011-11-01,0.0,7.2,8.9,S,24.0,9.0,58.0,6.0,0,0,31.5,1,11,1167,4.942857142857144,5.714285714285714,1.2285714285714275,27.857142857142858,7.857142857142857,65.14285714285714,6.571428571428571,0.2857142857142857,32.0,0,1,0,0,1167,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1168,9693,2011-11-02,0.0,5.0,-12.0,ENE,26.0,6.0,58.0,4.0,0,0,32.3,2,11,1168,4.942857142857144,5.542857142857143,0.5285714285714275,27.285714285714285,7.857142857142857,63.57142857142857,6.142857142857143,0.2857142857142857,31.942857142857143,1,0,1,0,1168,1.0,0.0,0.0,0.0,0.0,0.0,1.0
